[04:32:02] [main/INFO]: Setting user: BogdanG
[04:32:11] [Client thread/INFO]: LWJGL Version: 2.9.4
[04:33:09] [Client thread/INFO]: Reloading ResourceManager: Default, FMLFileResourcePack:Forge Mod Loader, FMLFileResourcePack:Minecraft Forge, FMLFileResourcePack:Not Enough Items, FMLFileResourcePack:Treecapitator, FMLFileResourcePack:Aether II, FMLFileResourcePack:AnimationAPI, FMLFileResourcePack:Antique Atlas, FMLFileResourcePack:AdventOfAscension, FMLFileResourcePack:Applied Energistics 2, FMLFileResourcePack:Backpack, FMLFileResourcePack:Better Foliage, FMLFileResourcePack:BiblioCraft, FMLFileResourcePack:BiblioWoods Forestry Edition, FMLFileResourcePack:Botany, FMLFileResourcePack:Binnie Core, FMLFileResourcePack:Extra Bees, FMLFileResourcePack:Extra Trees, FMLFileResourcePack:Genetics, FMLFileResourcePack:Biomes O' Plenty, FMLFileResourcePack:Blood Magic: Alchemical Wizardry, FMLFileResourcePack:Blue Power, FMLFileResourcePack:Botania, FMLFileResourcePack:BC Builders, FMLFileResourcePack:BC Energy, FMLFileResourcePack:BC Factory, FMLFileResourcePack:BC Silicon, FMLFileResourcePack:BuildCraft, FMLFileResourcePack:BC Transport, FMLFileResourcePack:Carpenter's Blocks, FMLFileResourcePack:ChickenChunks, FMLFileResourcePack:Chisel 2, FMLFileResourcePack:ComputerCraft, FMLFileResourcePack:Build Mod, FMLFileResourcePack:CoroPets, FMLFileResourcePack:CoroAI, FMLFileResourcePack:Extended Renderer, FMLFileResourcePack:Extended Mod Config, FMLFileResourcePack:CraftHeraldry, FMLFileResourcePack:DragonAPI, FMLFileResourcePack:DrZhark's Mo'Creatures Mod, FMLFileResourcePack:Enchanting Plus, FMLFileResourcePack:EvilCraft, FMLFileResourcePack:Extended Potions, FMLFileResourcePack:ExtrabiomesXL, FMLFileResourcePack:Extra Utilities, FMLFileResourcePack:Forestry for Minecraft, FMLFileResourcePack:GeoStrata, FMLFileResourcePack:Gilded Games Utility, FMLFileResourcePack:GraveStone, FMLFileResourcePack:GregTech, FMLFileResourcePack:Hardcore Darkness, FMLFileResourcePack:IndustrialCraft 2, FMLFileResourcePack:Inventory Tweaks, FMLFileResourcePack:Iron Chest, FMLFileResourcePack:Lycanites Mobs, FMLFileResourcePack:Lycanites Freshwater Mobs, FMLFileResourcePack:Lycanites Demon Mobs, FMLFileResourcePack:Lycanites Desert Mobs, FMLFileResourcePack:Lycanites Mountain Mobs, FMLFileResourcePack:Lycanites Jungle Mobs, FMLFileResourcePack:Lycanites Swamp Mobs, FMLFileResourcePack:Lycanites Shadow Mobs, FMLFileResourcePack:Lycanites Inferno Mobs, FMLFileResourcePack:Lycanites Saltwater Mobs, FMLFileResourcePack:Lycanites Forest Mobs, FMLFileResourcePack:Lycanites Plains Mobs, FMLFileResourcePack:Lycanites Arctic Mobs, FMLFileResourcePack:Magic Bees, FMLFileResourcePack:Magic Crusade, FMLFileResourcePack:Mantle, FMLFileResourcePack:§9MrCrayfish's Furniture Mod, FMLFileResourcePack:Mystcraft, FMLFileResourcePack:Natura, FMLFileResourcePack:Nature Overhaul, FMLFileResourcePack:NEI Addons, FMLFileResourcePack:NEI Addons: Applied Energistics 2, FMLFileResourcePack:NEI Addons: Botany, FMLFileResourcePack:NEI Addons: Forestry, FMLFileResourcePack:NEI Addons: Crafting Tables, FMLFileResourcePack:NEI Addons: Ex Nihilo, FMLFileResourcePack:NEI Integration, FMLFileResourcePack:NoMoreRecipeConflict, FMLFileResourcePack:Not Enough Resources, FMLFileResourcePack:Oceancraft, FMLFileResourcePack:Pam's Clay Spawn, FMLFileResourcePack:Pam's DesertCraft, FMLFileResourcePack:Pam's HarvestCraft, FMLFileResourcePack:Pam's Temperate Plants, FMLFileResourcePack:Pam's Weee! Flowers, FMLFileResourcePack:Power Converters, FMLFileResourcePack:Primitive Mobs, FMLFileResourcePack:QmunityLib, FMLFileResourcePack:Random Things, FMLFileResourcePack:Special AI, FMLFileResourcePack:Special Mobs, FMLFileResourcePack:Steve's Carts 2, FMLFileResourcePack:Tropicraft, FMLFileResourcePack:The Twilight Forest, FMLFileResourcePack:Underground Biomes Constructs, FMLFileResourcePack:vChat, FMLFileResourcePack:Waila, FMLFileResourcePack:What Are We Looking At, FMLFileResourcePack:weather2, FMLFileResourcePack:Witchery, FMLFileResourcePack:Ye Gamol Chattels, FMLFileResourcePack:Ztones, FMLFileResourcePack:bspkrsCore, FMLFileResourcePack:Baubles, FMLFileResourcePack:Forge Microblocks, FMLFileResourcePack:Forge Multipart, FMLFileResourcePack:Minecraft Multipart Plugin, ChromaHills-128x_1.7v11.zip
[04:33:09] [Client thread/WARN]: ResourcePack: ignored non-lowercase namespace: alchemicalwizardryBooks in D:\nmine\mods\BloodMagic-1.7.10-1.3.3-4.jar
[04:33:09] [Client thread/WARN]: ResourcePack: ignored non-lowercase namespace: alchemicalwizardryBooks in D:\nmine\mods\BloodMagic-1.7.10-1.3.3-4.jar
[04:33:09] [Client thread/WARN]: ResourcePack: ignored non-lowercase namespace: alchemicalwizardryBooks in D:\nmine\mods\BloodMagic-1.7.10-1.3.3-4.jar
[04:33:09] [Client thread/WARN]: ResourcePack: ignored non-lowercase namespace: alchemicalwizardryBooks in D:\nmine\mods\BloodMagic-1.7.10-1.3.3-4.jar
[04:33:09] [Client thread/WARN]: ResourcePack: ignored non-lowercase namespace: alchemicalwizardryBooks in D:\nmine\mods\BloodMagic-1.7.10-1.3.3-4.jar
[04:33:09] [Client thread/WARN]: ResourcePack: ignored non-lowercase namespace: alchemicalwizardryBooks in D:\nmine\mods\BloodMagic-1.7.10-1.3.3-4.jar
[04:33:09] [Client thread/WARN]: ResourcePack: ignored non-lowercase namespace: alchemicalwizardryBooks in D:\nmine\mods\magicbees-1.7.10-2.3.1.jar
[04:33:09] [Client thread/WARN]: ResourcePack: ignored non-lowercase namespace: alchemicalwizardryBooks in D:\nmine\mods\magicbees-1.7.10-2.3.1.jar
[04:34:40] [Sound Library Loader/INFO]: Sound engine started
[04:34:40] [Client thread/WARN]: File nevermine:sounds/AuguryTransfer.ogg does not exist, cannot add it to event nevermine:AuguryTransfer
	at com.xcompwiz.mystcraft.world.WorldProviderMystDummy.generateNextChunk(WorldProviderMystDummy.java:215) ~[WorldProviderMystDummy.class:?]
	at com.xcompwiz.mystcraft.world.InstabilityDataCalculator.stepChunkGeneration(InstabilityDataCalculator.java:261) ~[InstabilityDataCalculator.class:?]
	at com.xcompwiz.mystcraft.world.InstabilityDataCalculator.onServerTick(InstabilityDataCalculator.java:112) ~[InstabilityDataCalculator.class:?]
	at cpw.mods.fml.common.eventhandler.ASMEventHandler_1051_InstabilityDataCalculator_onServerTick_ServerTickEvent.invoke(.dynamic) ~[?:?]
	at cpw.mods.fml.common.eventhandler.ASMEventHandler.invoke(ASMEventHandler.java:54) ~[ASMEventHandler.class:?]
	at cpw.mods.fml.common.eventhandler.EventBus.post(EventBus.java:138) ~[EventBus.class:?]
	at cpw.mods.fml.common.FMLCommonHandler.onPostServerTick(FMLCommonHandler.java:247) ~[FMLCommonHandler.class:?]
	at net.minecraft.server.MinecraftServer.func_71217_p(MinecraftServer.java:590) ~[MinecraftServer.class:?]
	at net.minecraft.server.integrated.IntegratedServer.func_71217_p(IntegratedServer.java:186) ~[bsx.class:?]
	at net.minecraft.server.MinecraftServer.run(MinecraftServer.java:427) [MinecraftServer.class:?]
	at net.minecraft.server.MinecraftServer$2.run(MinecraftServer.java:685) [?:?]
Caused by: java.lang.RuntimeException: Biome [Mega Taiga Hills] threw an error while populating chunk.
	at com.xcompwiz.mystcraft.world.ChunkProviderMyst.func_73153_a(ChunkProviderMyst.java:156) ~[ChunkProviderMyst.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.func_73153_a(ChunkProviderServer.java:279) ~[ms.class:?]
	at net.minecraft.world.chunk.Chunk.func_76624_a(Chunk.java:1040) ~[apx.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.originalLoadChunk(ChunkProviderServer.java:190) ~[ms.class:?]
	at com.xcompwiz.mystcraft.world.WorldProviderMystDummy$ChunkProviderServerDummy.originalLoadChunk(WorldProviderMystDummy.java:60) ~[WorldProviderMystDummy$ChunkProviderServerDummy.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.loadChunk(ChunkProviderServer.java:131) ~[ms.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.func_73158_c(ChunkProviderServer.java:101) ~[ms.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.func_73154_d(ChunkProviderServer.java:199) ~[ms.class:?]
	at net.minecraft.world.World.func_72964_e(World.java:419) ~[ahb.class:?]
	at net.minecraft.world.World.func_72938_d(World.java:414) ~[ahb.class:?]
	at exterminatorJeff.undergroundBiomes.worldGen.BiomeUndergroundDecorator.replaceChunkOres(BiomeUndergroundDecorator.java:225) ~[BiomeUndergroundDecorator.class:?]
	at exterminatorJeff.undergroundBiomes.worldGen.BiomeUndergroundDecorator.doRedos(BiomeUndergroundDecorator.java:74) ~[BiomeUndergroundDecorator.class:?]
	at exterminatorJeff.undergroundBiomes.common.WorldGenManager.redoOres(WorldGenManager.java:140) ~[WorldGenManager.class:?]
	at exterminatorJeff.undergroundBiomes.common.DimensionManager.redoOres(DimensionManager.java:279) ~[DimensionManager.class:?]
	at exterminatorJeff.undergroundBiomes.common.UndergroundBiomes.onOreGenerate(UndergroundBiomes.java:886) ~[UndergroundBiomes.class:?]
	at cpw.mods.fml.common.eventhandler.ASMEventHandler_514_UndergroundBiomes_onOreGenerate_Post.invoke(.dynamic) ~[?:?]
	at cpw.mods.fml.common.eventhandler.ASMEventHandler.invoke(ASMEventHandler.java:54) ~[ASMEventHandler.class:?]
	at cpw.mods.fml.common.eventhandler.EventBus.post(EventBus.java:138) ~[EventBus.class:?]
	at net.minecraft.world.biome.BiomeDecorator.func_76797_b(BiomeDecorator.java:360) ~[aia.class:?]
	at net.minecraft.world.biome.BiomeDecorator.func_150513_a(BiomeDecorator.java:114) ~[aia.class:?]
	at net.minecraft.world.biome.BiomeDecorator.func_150512_a(BiomeDecorator.java:105) ~[aia.class:?]
	at biomesoplenty.api.biome.BOPInheritedBiome.func_76728_a(BOPInheritedBiome.java:42) ~[BOPInheritedBiome.class:?]
	at com.xcompwiz.mystcraft.world.ChunkProviderMyst.func_73153_a(ChunkProviderMyst.java:154) ~[ChunkProviderMyst.class:?]
	... 17 more
Caused by: java.lang.IllegalStateException: reentrant biome decoration
	at fastcraft.b.a.a(F:45) ~[fastcraft-1.22-ctest8.jar:?]
	at fastcraft.Hooks.z(F:112) ~[fastcraft-1.22-ctest8.jar:?]
	at net.minecraft.world.biome.BiomeDecorator.func_150512_a(BiomeDecorator.java) ~[aia.class:?]
	at exterminatorJeff.undergroundBiomes.worldGen.CorrectedBiomeDecorator.func_150512_a(CorrectedBiomeDecorator.java:64) ~[CorrectedBiomeDecorator.class:?]
	at net.minecraft.world.biome.BiomeGenBase.func_76728_a(BiomeGenBase.java:339) ~[ahu.class:?]
	at net.minecraft.world.biome.BiomeGenTaiga.func_76728_a(SourceFile:84) ~[aiw.class:?]
	at com.xcompwiz.mystcraft.world.ChunkProviderMyst.func_73153_a(ChunkProviderMyst.java:154) ~[ChunkProviderMyst.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.func_73153_a(ChunkProviderServer.java:279) ~[ms.class:?]
	at net.minecraft.world.chunk.Chunk.func_76624_a(Chunk.java:1040) ~[apx.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.originalLoadChunk(ChunkProviderServer.java:190) ~[ms.class:?]
	at com.xcompwiz.mystcraft.world.WorldProviderMystDummy$ChunkProviderServerDummy.originalLoadChunk(WorldProviderMystDummy.java:60) ~[WorldProviderMystDummy$ChunkProviderServerDummy.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.loadChunk(ChunkProviderServer.java:131) ~[ms.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.func_73158_c(ChunkProviderServer.java:101) ~[ms.class:?]
	at net.minecraft.world.gen.ChunkProviderServer.func_73154_d(ChunkProviderServer.java:199) ~[ms.class:?]
	at net.minecraft.world.World.func_72964_e(World.java:419) ~[ahb.class:?]
	at net.minecraft.world.World.func_72938_d(World.java:414) ~[ahb.class:?]
	at exterminatorJeff.undergroundBiomes.worldGen.BiomeUndergroundDecorator.replaceChunkOres(BiomeUndergroundDecorator.java:225) ~[BiomeUndergroundDecorator.class:?]
	at exterminatorJeff.undergroundBiomes.worldGen.BiomeUndergroundDecorator.doRedos(BiomeUndergroundDecorator.java:74) ~[BiomeUndergroundDecorator.class:?]
	at exterminatorJeff.undergroundBiomes.common.WorldGenManager.redoOres(WorldGenManager.java:140) ~[WorldGenManager.class:?]
	at exterminatorJeff.undergroundBiomes.common.DimensionManager.redoOres(DimensionManager.java:279) ~[DimensionManager.class:?]
	at exterminatorJeff.undergroundBiomes.common.UndergroundBiomes.onOreGenerate(UndergroundBiomes.java:886) ~[UndergroundBiomes.class:?]
	at cpw.mods.fml.common.eventhandler.ASMEventHandler_514_UndergroundBiomes_onOreGenerate_Post.invoke(.dynamic) ~[?:?]
	at cpw.mods.fml.common.eventhandler.ASMEventHandler.invoke(ASMEventHandler.java:54) ~[ASMEventHandler.class:?]
	at cpw.mods.fml.common.eventhandler.EventBus.post(EventBus.java:138) ~[EventBus.class:?]
	at net.minecraft.world.biome.BiomeDecorator.func_76797_b(BiomeDecorator.java:360) ~[aia.class:?]
	at net.minecraft.world.biome.BiomeDecorator.func_150513_a(BiomeDecorator.java:114) ~[aia.class:?]
	at net.minecraft.world.biome.BiomeDecorator.func_150512_a(BiomeDecorator.java:105) ~[aia.class:?]
	at biomesoplenty.api.biome.BOPInheritedBiome.func_76728_a(BOPInheritedBiome.java:42) ~[BOPInheritedBiome.class:?]
	at com.xcompwiz.mystcraft.world.ChunkProviderMyst.func_73153_a(ChunkProviderMyst.java:154) ~[ChunkProviderMyst.class:?]
	... 17 more
[04:56:21] [Server thread/ERROR]: This crash report has been saved to: D:\nmine\.\crash-reports\crash-2015-06-10_04.56.21-server.txt
[04:56:21] [Server thread/INFO]: Stopping server
[04:56:21] [Server thread/INFO]: Saving players
[04:56:21] [Server thread/INFO]: Saving worlds
[04:56:21] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Overworld
[04:56:21] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Nether
[04:56:21] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/The Last Millenium
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Wyvern Lair
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Tropics
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Dungeon
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Dungeon
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Dungeon
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/SpectreWorld
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Dungeons
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Aether
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/Mystic Groves
[04:56:22] [Server thread/INFO]: Saving chunks for level 'New World UGB 17'/CONTROL
